term,arousal
weatherproof,0.345
weave,0.265
web,0.411
website,0.442
wedded,0.413
wedge,0.29
wee,0.452
weed,0.294
weedy,0.366
week,0.231
weekday,0.469
weekly,0.288
weenie,0.451
weeping willow,0.441
weigh,0.396
weighing,0.441
weight,0.38
weightless,0.426
weightloss,0.439
weighty,0.48
weir,0.385
weirdness,0.491
weld,0.462
welfare,0.378
wellhead,0.46
wellness,0.441
welsh,0.385
wen,0.431
west,0.337
westbound,0.363
wet,0.417
wetback,0.402
whale,0.398
wham,0.49
whammy,0.491
wharf,0.24
whatdoido,0.494
whatnot,0.493
whatsoever,0.314
whatsthepoint,0.459
wheat,0.185
wheel,0.31
wheel barrow,0.337
wheelbarrow,0.366
wheelchair,0.337
wheels,0.471
wheeze,0.462
whelp,0.458
whereabouts,0.382
wherefore,0.357
wherewith,0.42
wherewithal,0.366
whet,0.465
whiff,0.4
whilst,0.302
whirlpool,0.415
whisker,0.306
whiskers,0.278
whisper,0.225
whispered,0.358
whit,0.393
white,0.173
whitefish,0.327
whiteness,0.235
whitewash,0.402
whitish,0.279
whittle,0.451
whole,0.357
wholesome,0.423
wholly,0.353
whoop,0.481
wick,0.481
wicker,0.339
wide,0.312
widely,0.453
widespread,0.456
widow,0.45
widowed,0.439
widower,0.406
width,0.28
wiener,0.434
wig,0.279
wight,0.404
wiki,0.39
wildebeest,0.48
wilderness,0.333
will,0.408
willies,0.49
willingly,0.316
willow,0.245
wilt,0.354
wilted,0.375
wimp,0.49
wimpy,0.292
wince,0.415
winch,0.434
wind,0.404
windmill,0.412
window,0.276
windowsill,0.274
windpipe,0.36
windshield,0.375
wine,0.417
wine cooler,0.404
wing,0.255
winged,0.469
winter,0.355
winterbreak,0.464
wintry,0.434
wipe,0.427
wiper,0.38
wire,0.33
wired,0.42
wireless,0.444
wiring,0.367
wis,0.431
wisdom,0.302
wise,0.25
wisp,0.388
wistful,0.451
wit,0.484
withal,0.264
withdraw,0.425
withdrawals,0.404
withdrawn,0.368
wither,0.42
withered,0.292
withhold,0.451
withholding,0.49
witless,0.333
wizard,0.43
wok,0.375
womb,0.385
wont,0.343
wood,0.182
woodcut,0.354
wooden,0.196
woodland,0.306
woodlands,0.34
woodpecker,0.482
woods,0.269
woodshed,0.373
woodsman,0.451
woodwork,0.481
woody,0.26
wool,0.132
woolen,0.265
woolly,0.398
woot,0.49
woozy,0.452
wop,0.452
word,0.255
words,0.216
wordy,0.478
workbook,0.343
workmanship,0.441
workplace,0.431
works,0.434
workshop,0.426
world,0.394
worldwide,0.462
worm,0.418
wormhole,0.38
wormwood,0.406
worn,0.482
worship,0.38
worthless,0.42
worthwhile,0.385
worthy,0.34
wot,0.48
would,0.412
wrap,0.441
wrapper,0.358
wrapping,0.368
wreath,0.44
wreckage,0.353
wrench,0.202
wrinkle,0.37
wrinkled,0.402
wrist,0.34
wristband,0.194
wristwatch,0.338
writ,0.22
write,0.387
writer,0.33
writing,0.475
written,0.231
xanax,0.402
xerox,0.349
yak,0.422
yam,0.206
yap,0.458
yard,0.176
yarn,0.265
yawn,0.12
yawning,0.216
yea,0.412
year,0.284
yearbook,0.231
yearling,0.348
yearly,0.295
yearn,0.491
years,0.33
yeast,0.35
yellow,0.275
yellows,0.306
yen,0.435
yeoman,0.459
yesterday,0.286
yesteryear,0.259
yew,0.207
yodel,0.454
yoga,0.115
yogi,0.347
yogurt,0.269
yolk,0.306
yon,0.365
yonder,0.33
younger,0.457
youthful,0.48
yuletide,0.43
zap,0.438
zebra,0.448
zen,0.21
zenith,0.387
zephyr,0.408
zeta,0.29
zilch,0.451
zinc,0.314
zing,0.402
zip,0.368
zipper,0.315
zit,0.41
zodiac,0.429
zone,0.349
zoning,0.4
zoological,0.458
zoology,0.347
zucchini,0.321
,0.147
