term,dominance
yayyyy,0.363
yea,0.472
yeahhhh,0.44
year,0.415
yearly,0.431
yearn,0.491
yeast,0.327
yehey,0.298
yeller,0.453
yellow,0.387
yellows,0.318
yelp,0.431
yesss,0.451
yessss,0.415
yesterday,0.253
yesteryear,0.331
yew,0.311
yey,0.29
yielding,0.444
yo-yo,0.345
yodel,0.389
yoga,0.422
yogi,0.349
yogurt,0.24
yolk,0.28
yon,0.393
yonder,0.318
yousuck,0.35
yucky,0.237
yuletide,0.445
yuppie,0.445
zap,0.371
zealous,0.347
zebra,0.314
zen,0.432
zephyr,0.411
zeppelin,0.472
zesty,0.456
zeta,0.38
zigzag,0.288
zilch,0.361
zinc,0.333
zing,0.402
zip,0.422
zipper,0.233
zippy,0.455
zit,0.381
zodiac,0.426
zombie,0.415
zone,0.382
zoological,0.492
zoom,0.462
zucchini,0.25
,0.152
